date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level
14/09/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,5.4,13.9,8.9,305,0.076,132,0,12.1,37,0.898,,3,12,0,1,0.461,2
15/09/2023,Friday,WGH,Westbridge General Hospital,Acute,620,4,14.1,8.9,285,0.061,142,0,11,30,0.918,0.042,2,15,0,1,0.456,2
16/09/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,5.1,14.5,7.8,247,0.067,110,0,12.7,38,0.9,0.058,3,17,0,1,0.488,2
17/09/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,4.8,14.2,9.2,243,0.058,140,0,12.6,37,0.88,0.038,3,16,0,1,0.413,2
18/09/2023,Monday,WGH,Westbridge General Hospital,Acute,620,4.4,13.5,8.1,334,0.09,126,0,,45,0.87,0.053,3,15,0,0,0.453,2
19/09/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.3,14.3,7.5,284,0.084,117,0,15.3,51,0.864,0.055,3,15,0,3,0.54,3
20/09/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.9,12.6,8.1,301,0.066,128,0,15.4,48,0.87,0.055,5,14,0,1,0.473,2
21/09/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,3.8,10.6,8.3,285,0.062,100,0,13.7,46,0.881,0.047,4,14,0,2,0.493,2
22/09/2023,Friday,WGH,Westbridge General Hospital,Acute,620,4.8,12.8,8.7,302,0.09,137,0,12.9,41,0.886,0.044,6,17,0,1,0.475,2
23/09/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,5.4,13.8,8.6,243,0.065,124,0,12.9,32,0.894,0.046,4,20,0,0,0.409,2
24/09/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,5.3,14,8.4,234,0.063,139,0,11.7,35,0.888,0.057,3,16,0,0,0.426,2
25/09/2023,Monday,WGH,Westbridge General Hospital,Acute,620,5.8,14,7.3,330,0.102,114,0,12,30,0.909,0.059,4,14,0,1,0.501,3
26/09/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.1,13.2,6.5,324,0.121,99,0,11.4,34,0.898,0.052,4,17,0,1,0.504,3
27/09/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.3,12.9,7.5,278,0.055,128,0,12.6,35,0.934,,3,15,0,1,0.495,2
28/09/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,7,11,9.8,307,0.098,148,0,13,39,0.93,0.069,5,14,0,1,0.584,3
29/09/2023,Friday,WGH,Westbridge General Hospital,Acute,620,4.4,12.2,9.4,289,0.071,123,0,13.9,31,0.903,0.052,4,14,0,3,0.509,3
30/09/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,4.6,10.7,7.9,241,0.059,94,0,14.6,41,0.881,0.042,3,15,0,3,0.487,2
01/10/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,5.4,13.8,9.1,244,0.067,137,0,14.5,39,0.889,0.059,3,14,0,5,0.55,3
02/10/2023,Monday,WGH,Westbridge General Hospital,Acute,620,5.2,13,7.7,337,0.142,129,0,13.4,36,0.888,0.048,4,16,0,1,0.507,3
03/10/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.2,11.2,9.6,300,0.095,132,0,,35,0.899,0.053,3,17,0,1,0.49,2
04/10/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.3,12.4,7.2,295,0.086,130,0,14.8,42,0.905,0.062,3,15,0,1,0.534,3
05/10/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,4.8,12,8.2,283,0.057,135,0,,43,0.901,0.058,3,15,0,0,0.476,2
06/10/2023,Friday,WGH,Westbridge General Hospital,Acute,620,5.7,12,7.9,289,0.075,120,0,14.9,51,0.889,0.045,4,17,0,1,0.509,3
07/10/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,5.4,12.4,10.5,268,0.068,133,0,14.7,49,0.87,0.068,3,18,0,1,0.498,2
08/10/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,5.4,8.7,9.4,247,0.062,121,0,16.5,47,0.871,0.067,5,15,0,2,0.51,3
09/10/2023,Monday,WGH,Westbridge General Hospital,Acute,620,5.5,9.8,7.8,338,0.113,157,0,15.2,49,0.896,0.062,4,16,0,3,0.62,3
10/10/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.4,9.5,9.2,303,0.105,145,0,14.2,46,0.902,0.051,4,14,0,3,0.594,3
11/10/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.8,9.8,9.8,283,0.072,131,0,14,47,0.884,0.055,4,14,0,0,0.472,2
12/10/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,4.8,9.8,7.4,276,0.051,114,0,13.2,49,0.893,0.048,3,14,0,2,0.517,3
13/10/2023,Friday,WGH,Westbridge General Hospital,Acute,620,5.8,9.8,8.7,280,0.067,110,0,14,38,0.9,0.06,4,20,0,0,0.466,2
14/10/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,4.2,11,8.2,244,0.049,115,0,12.7,30,0.883,0.065,5,16,0,2,0.448,2
15/10/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,5.2,11,9.1,213,0.065,140,0,14.3,36,0.888,0.053,2,13,0,2,0.475,2
16/10/2023,Monday,WGH,Westbridge General Hospital,Acute,620,5.8,8.7,8.9,389,0.14,153,0,15.9,37,0.897,0.048,3,15,0,0,0.5,3
17/10/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,6,9.4,9.6,305,0.091,131,0,14.9,37,0.882,0.069,4,13,0,2,0.515,3
18/10/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.8,10.4,9.5,287,0.063,111,0,15.3,46,0.896,0.058,2,14,0,0,0.485,2
19/10/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,6.5,9.5,8.8,273,0.069,131,0,16.9,48,0.908,0.049,5,12,0,4,0.605,3
20/10/2023,Friday,WGH,Westbridge General Hospital,Acute,620,6,7.4,10.1,306,0.097,175,0,13.4,53,0.928,0.061,4,14,0,1,0.624,3
21/10/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,5.5,9.6,8,256,0.063,106,0,13.2,54,0.94,0.061,3,16,0,3,0.67,3
22/10/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,6.3,10.3,8.8,244,0.067,119,0,13.7,51,0.911,0.062,5,17,0,4,0.639,3
23/10/2023,Monday,WGH,Westbridge General Hospital,Acute,620,5.4,8.1,10.4,362,0.121,120,0,12.1,44,0.9,0.053,4,15,0,0,0.524,3
24/10/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.4,9.1,9.5,317,0.08,128,0,14.1,47,0.914,0.071,3,18,0,4,0.653,3
25/10/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.6,9.5,9.1,283,0.062,98,0,14.5,54,0.924,0.042,4,12,0,1,0.564,3
26/10/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,7,7.7,9.5,301,0.099,140,0,,58,0.933,0.071,4,16,0,0,0.645,3
27/10/2023,Friday,WGH,Westbridge General Hospital,Acute,620,5.9,10.5,11.2,316,0.101,125,0,13.9,55,0.99,0.064,3,15,0,0,0.652,3
28/10/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,6.9,9.9,10.4,233,0.075,101,0,15.4,50,0.976,0.075,3,12,0,2,0.677,3
29/10/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,7.6,7.5,11.2,240,0.068,104,0,15.9,52,0.975,0.043,4,15,0,0,0.581,3
30/10/2023,Monday,WGH,Westbridge General Hospital,Acute,620,8.2,8.4,9.6,341,0.091,124,0,15.8,51,0.976,0.072,4,14,0,0,0.639,3
31/10/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,9.1,8,9.6,315,0.118,101,0,16.1,53,0.972,0.084,4,15,0,1,0.713,3
01/11/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,10.2,8.8,10.2,287,0.083,117,0,14.3,48,0.953,0.084,4,12,0,2,0.689,3
02/11/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,9.3,8.2,9,318,0.115,149,0,16.4,47,0.957,0.074,4,18,0,2,0.696,3
03/11/2023,Friday,WGH,Westbridge General Hospital,Acute,620,9.2,7.8,10.3,327,0.092,132,0,15.8,47,0.937,,5,13,0,4,0.655,3
04/11/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,12.3,8.2,10,261,0.073,127,0,16.2,39,0.927,0.077,4,13,0,2,0.595,3
05/11/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,9,7.1,9.3,241,0.074,114,0,15.2,42,0.916,0.065,4,15,0,1,0.547,3
06/11/2023,Monday,WGH,Westbridge General Hospital,Acute,620,9.7,7.9,10.7,335,0.134,131,0,16.4,41,0.921,0.07,4,12,0,0,0.584,3
07/11/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,13.4,6.8,10.4,330,0.145,124,1,,39,0.958,0.074,4,15,0,1,0.664,3
08/11/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,13.1,5.3,11.3,284,0.1,129,0,14,40,0.919,0.066,5,13,0,0,0.542,3
09/11/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,12.3,6.5,10,305,0.092,135,0,13.3,37,0.931,0.075,5,16,0,3,0.632,3
10/11/2023,Friday,WGH,Westbridge General Hospital,Acute,620,11.6,7.5,9.6,321,0.134,152,0,13.7,32,0.904,0.1,3,15,0,2,0.614,3
11/11/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,14.1,6.8,11.5,281,0.083,112,0,,39,0.903,0.093,5,13,0,3,0.613,3
12/11/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,10.8,6,10.1,250,0.072,129,0,15.7,46,0.926,0.066,3,17,0,2,0.604,3
13/11/2023,Monday,WGH,Westbridge General Hospital,Acute,620,14.4,6.2,11.2,345,0.153,130,0,14.1,46,0.931,0.071,4,18,0,2,0.688,3
14/11/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,16.3,5.7,12.4,323,0.12,126,0,14.9,38,0.915,0.098,5,18,0,2,0.642,3
15/11/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,18.2,5.3,13.4,350,0.191,118,0,,39,0.91,0.109,4,16,0,2,0.7,3
16/11/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,14,5.5,11.5,295,0.113,157,0,14.9,38,0.926,0.066,3,14,0,0,0.556,3
17/11/2023,Friday,WGH,Westbridge General Hospital,Acute,620,16.4,5.6,13.5,274,0.115,124,0,,36,0.915,0.081,3,18,0,0,0.554,3
18/11/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,16.3,5.9,13.9,281,0.112,130,0,14.5,44,0.923,0.115,4,12,0,2,0.676,3
19/11/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,19.6,5,13.6,291,0.121,111,0,13.1,44,0.927,0.112,4,15,0,1,0.665,3
20/11/2023,Monday,WGH,Westbridge General Hospital,Acute,620,23.4,4.6,14.8,389,0.254,124,0,14.8,41,0.923,0.13,4,19,0,2,0.782,4
21/11/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,18.3,6.2,11.8,358,0.189,135,0,15.5,40,0.961,0.106,4,17,0,1,0.744,3
22/11/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,15.3,4.9,10.7,301,0.112,136,0,17.8,41,0.963,0.081,4,16,0,1,0.655,3
23/11/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,31.4,4.8,11.3,342,0.18,128,0,18.1,44,0.927,0.166,5,20,0,2,0.739,3
24/11/2023,Friday,WGH,Westbridge General Hospital,Acute,620,24.3,4.6,12.7,342,0.162,127,0,20.4,45,0.936,0.146,7,16,0,2,0.743,3
25/11/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,26.7,4.5,13.2,267,0.171,126,0,19.5,54,0.928,0.125,4,19,0,0,0.724,3
26/11/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,33,4.4,13.3,261,0.164,122,0,16.7,50,0.945,0.144,5,18,0,2,0.78,4
27/11/2023,Monday,WGH,Westbridge General Hospital,Acute,620,31.1,4.8,15.6,399,0.204,171,1,14.9,51,0.937,0.18,7,19,0,1,0.779,4
28/11/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,24.5,4.7,11.5,328,0.156,123,0,15.3,47,0.939,0.157,6,16,0,0,0.701,3
29/11/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,24.5,4.5,13.3,309,0.168,128,0,16,42,0.948,0.123,4,17,0,0,0.706,3
30/11/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,21.3,4.4,13.2,316,0.14,115,0,17.7,54,0.962,0.068,4,16,0,1,0.711,3
01/12/2023,Friday,WGH,Westbridge General Hospital,Acute,620,35.4,4.6,13.2,305,0.172,123,0,18.1,52,0.941,0.18,6,17,0,0,0.738,3
02/12/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,25.4,3.6,14,273,0.119,127,0,15.6,42,0.935,0.144,4,19,0,4,0.744,3
03/12/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,26.4,4.3,15.2,230,0.137,90,0,14.8,51,0.93,0.104,4,20,0,1,0.711,3
04/12/2023,Monday,WGH,Westbridge General Hospital,Acute,620,37.2,4.7,14.7,359,0.291,159,0,16.9,48,0.928,0.17,6,25,0,3,0.874,4
05/12/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,29,3.7,16.4,324,0.137,131,0,14.5,47,0.962,0.137,5,14,0,0,0.704,3
06/12/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,35.2,4.6,15.5,288,0.162,122,0,16.4,49,0.964,0.162,6,16,0,2,0.783,4
07/12/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,27.5,3.5,12.6,298,0.187,140,0,19.2,47,0.941,0.105,4,16,0,2,0.78,4
08/12/2023,Friday,WGH,Westbridge General Hospital,Acute,620,38.1,4.1,14.9,367,0.297,149,1,19.5,51,0.961,,5,20,0,3,0.838,4
09/12/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,35.6,3.8,13.6,255,0.167,122,0,20.4,52,0.989,0.18,5,18,0,0,0.749,3
10/12/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,37.7,3.8,13,272,-0.05,121,0,22.4,53,0.99,0.18,4,15,0,1,0.639,3
11/12/2023,Monday,WGH,Westbridge General Hospital,Acute,620,30.9,3.7,14.9,391,0.232,149,1,20,56,0.962,0.14,4,16,0,3,0.894,4
12/12/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,33.9,3.5,15.3,338,0.207,137,0,22.6,62,0.957,,6,17,0,1,0.757,4
13/12/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,31.2,3.4,16.1,356,0.232,130,0,22.8,71,0.983,0.16,5,19,0,0,0.843,4
14/12/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,30.7,3.8,13.8,345,0.208,129,0,22.2,64,0.969,0.146,6,18,0,2,0.873,4
15/12/2023,Friday,WGH,Westbridge General Hospital,Acute,620,33.7,3.4,13.3,367,0.239,147,0,22.3,65,0.978,,4,17,0,3,0.834,4
16/12/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,33.2,3.1,12.5,258,0.154,94,0,22.6,66,0.985,0.18,5,16,0,2,0.828,4
17/12/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,37.3,2.9,15.9,268,0.143,142,0,18.3,60,0.964,0.18,6,13,0,3,0.836,4
18/12/2023,Monday,WGH,Westbridge General Hospital,Acute,620,24,2.8,14.2,394,0.228,140,1,18.1,52,0.966,0.094,5,21,0,0,0.791,4
19/12/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,35.5,2.7,14,312,0.188,153,0,17.6,61,0.918,0.162,5,14,0,2,0.799,4
20/12/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,25.1,3.2,14.7,320,0.18,122,0,,52,0.916,0.1,4,14,0,3,0.778,4
21/12/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,25.7,2.6,12.4,297,0.127,118,0,16.1,53,0.925,0.132,5,15,0,1,0.703,3
22/12/2023,Friday,WGH,Westbridge General Hospital,Acute,620,27.4,2.7,16.3,347,0.177,122,0,,42,0.917,0.134,4,18,0,1,0.687,3
23/12/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,30.3,2.8,13,287,0.132,123,0,14,35,0.95,0.137,4,14,0,1,0.676,3
24/12/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,25.2,2.6,13.8,266,0.116,134,0,13.7,40,0.927,0.134,4,14,0,2,0.67,3
25/12/2023,Monday,WGH,Westbridge General Hospital,Acute,620,27.3,2.2,13.5,488,0.307,159,0,16.1,38,0.935,0.148,6,20,0,1,0.803,4
26/12/2023,Tuesday,WGH,Westbridge General Hospital,Acute,620,23.4,2.6,15.4,392,0.21,142,1,15.6,41,0.946,,4,18,0,0,0.644,3
27/12/2023,Wednesday,WGH,Westbridge General Hospital,Acute,620,26.4,2.4,15,382,0.247,144,0,14.5,43,0.974,0.1,4,22,0,4,0.879,4
28/12/2023,Thursday,WGH,Westbridge General Hospital,Acute,620,23,2,14.6,385,0.209,154,0,15.4,47,0.951,0.116,5,20,0,3,0.839,4
29/12/2023,Friday,WGH,Westbridge General Hospital,Acute,620,21.7,2.6,15.4,353,0.189,141,0,16,45,0.972,0.148,4,20,0,1,0.764,4
30/12/2023,Saturday,WGH,Westbridge General Hospital,Acute,620,23.2,2.7,12.8,260,0.118,140,0,15.4,34,0.964,0.136,4,17,0,1,0.66,3
31/12/2023,Sunday,WGH,Westbridge General Hospital,Acute,620,23.8,2,14,283,0.131,112,0,18.1,46,0.947,0.137,4,16,0,1,0.715,3
01/01/2024,Monday,WGH,Westbridge General Hospital,Acute,620,44.6,2.1,13.6,504,0.437,167,2,18.8,53,0.967,0.148,5,23,0,2,0.914,4
02/01/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,43.5,1.8,16.8,472,0.377,160,3,,50,0.975,0.18,4,24,0,3,0.927,4
03/01/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,41.2,2.2,13.9,420,0.339,173,1,15,50,0.967,0.176,5,24,0,0,0.852,4
04/01/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,53.7,2,14.5,423,0.258,162,2,17.4,47,0.971,0.18,6,19,0,0,0.805,4
05/01/2024,Friday,WGH,Westbridge General Hospital,Acute,620,53.1,2.2,15.8,366,0.287,145,0,17.4,42,0.963,0.18,4,19,0,2,0.859,4
06/01/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,37,2.1,15.3,283,0.154,129,0,16.8,46,0.963,0.127,3,18,0,1,0.739,3
07/01/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,39.1,2,18.2,299,0.203,107,0,15.6,34,0.969,0.18,6,18,0,0,0.706,3
08/01/2024,Monday,WGH,Westbridge General Hospital,Acute,620,51,2.1,18.7,479,0.346,143,2,16.2,42,0.99,0.18,6,23,0,1,0.844,4
09/01/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,55.9,2.1,19.4,387,0.341,147,1,15.4,41,0.965,0.18,4,25,0,1,0.84,4
10/01/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,35.8,2,14.6,344,0.205,107,0,15.8,43,0.99,0.18,5,18,0,0,0.744,3
11/01/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,56.5,2,19.3,369,0.34,134,0,16.7,48,0.955,0.18,4,19,0,3,0.919,4
12/01/2024,Friday,WGH,Westbridge General Hospital,Acute,620,52.4,2.2,17,356,0.243,121,1,18.7,49,0.957,0.18,4,17,0,3,0.875,4
13/01/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,42.2,2.2,15.8,292,0.159,121,0,16.8,42,0.965,0.16,7,19,0,2,0.752,4
14/01/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,46.9,2,18.4,313,0.217,122,1,18.4,48,0.969,0.18,6,19,0,2,0.824,4
15/01/2024,Monday,WGH,Westbridge General Hospital,Acute,620,43.5,2,12.7,423,0.299,155,2,18.3,54,0.964,0.131,4,23,0,0,0.867,4
16/01/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,46.5,1.9,16.3,408,0.282,140,0,17.9,57,0.967,0.18,7,20,0,1,0.89,4
17/01/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,51.8,1.9,15.8,346,0.249,139,0,16.1,65,0.964,0.18,3,26,0,3,0.933,4
18/01/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,54.9,2,17.6,372,0.235,135,1,14.5,60,0.96,0.164,4,19,0,0,0.838,4
19/01/2024,Friday,WGH,Westbridge General Hospital,Acute,620,53.7,1.4,15.9,344,0.26,127,2,16.6,57,0.977,0.18,5,16,0,3,0.922,4
20/01/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,64.9,2.5,16.6,309,0.352,126,0,19.5,61,0.981,0.18,4,26,0,1,0.921,4
21/01/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,38.2,1.8,17.8,278,0.193,119,0,16.3,62,0.967,0.18,5,15,0,1,0.836,4
22/01/2024,Monday,WGH,Westbridge General Hospital,Acute,620,51.1,2.5,18,417,0.368,153,0,18.2,61,0.987,0.18,4,22,0,2,0.946,4
23/01/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,55.3,2,17.5,397,0.332,116,1,17.9,56,0.99,0.18,3,22,0,1,0.901,4
24/01/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,48.9,2.2,20.4,338,0.283,145,0,18.3,53,0.99,0.177,4,22,0,1,0.875,4
25/01/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,48.1,2.4,16,341,0.232,118,0,16.7,53,0.99,0.171,5,16,0,1,0.832,4
26/01/2024,Friday,WGH,Westbridge General Hospital,Acute,620,39.2,1.8,14.7,367,0.239,132,0,19.1,56,0.973,0.17,6,17,0,1,0.85,4
27/01/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,35.8,2,16.8,310,0.205,119,0,21.3,58,0.964,0.13,5,19,0,0,0.805,4
28/01/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,50.8,2.5,16.7,257,0.223,98,0,20.6,66,0.977,0.18,3,19,0,1,0.861,4
29/01/2024,Monday,WGH,Westbridge General Hospital,Acute,620,39,2,13.9,390,0.246,148,2,20.3,59,0.987,0.18,5,24,0,1,0.868,4
30/01/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,41.8,2.3,13.2,346,0.204,136,0,18.8,61,0.984,0.18,4,18,0,4,0.916,4
31/01/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,41.7,2.2,14.8,317,0.212,135,0,17.6,60,0.982,0.18,4,21,0,2,0.869,4
01/02/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,52.4,2.6,18,381,0.266,147,2,16.9,57,0.99,0.18,5,24,0,0,0.852,4
02/02/2024,Friday,WGH,Westbridge General Hospital,Acute,620,37.3,1.8,15.7,366,0.246,111,0,17.1,57,0.977,0.153,6,22,0,2,0.885,4
03/02/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,45.8,2.2,16.5,293,0.156,95,0,17.6,53,0.98,0.18,6,16,0,2,0.794,4
04/02/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,41.2,2.8,16.7,247,0.178,116,0,15.8,53,0.97,0.16,5,16,0,1,0.787,4
05/02/2024,Monday,WGH,Westbridge General Hospital,Acute,620,42.3,2.4,15.1,423,0.344,125,0,18,64,0.972,0.18,5,19,0,0,0.9,4
06/02/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,43.1,2.4,14.2,372,0.32,157,1,18.8,65,0.99,0.142,5,21,0,0,0.9,4
07/02/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,32.6,2.7,13.5,344,0.204,112,1,19.1,59,0.99,0.147,5,16,0,1,0.833,4
08/02/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,43.7,3.1,14.7,361,0.187,121,1,,49,0.99,0.18,5,18,0,1,0.778,4
09/02/2024,Friday,WGH,Westbridge General Hospital,Acute,620,41.6,2.8,16.8,357,0.209,151,0,16.6,49,0.99,0.165,4,19,0,0,0.772,4
10/02/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,33.9,3.1,15.6,326,0.22,145,0,18.2,51,0.982,0.157,6,21,0,3,0.864,4
11/02/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,34.6,2.9,15.1,274,0.182,104,0,15.5,40,0.982,0.135,5,17,0,1,0.738,3
12/02/2024,Monday,WGH,Westbridge General Hospital,Acute,620,33.8,2.8,15.1,408,0.235,160,1,18,40,0.972,0.143,5,16,0,2,0.807,4
13/02/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,37.4,2.8,16.5,338,0.251,133,0,17.1,41,0.971,0.149,4,22,0,0,0.774,4
14/02/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,26.6,3.6,13.1,342,0.19,120,1,,51,0.967,,4,15,0,1,0.699,3
15/02/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,33.8,2.4,14.7,335,0.194,149,0,,55,0.968,0.117,3,22,0,0,0.783,4
16/02/2024,Friday,WGH,Westbridge General Hospital,Acute,620,28.6,3.3,15,324,0.176,103,0,,61,0.977,0.143,4,22,0,1,0.818,4
17/02/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,36.2,3.1,17.4,290,0.181,115,0,15.7,58,0.959,0.126,4,20,0,2,0.835,4
18/02/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,25.1,2.4,14.3,245,0.095,86,0,17.2,57,0.989,0.149,5,18,0,1,0.734,3
19/02/2024,Monday,WGH,Westbridge General Hospital,Acute,620,20.4,3.3,12.7,381,0.202,150,1,16.8,50,0.967,0.096,5,17,0,1,0.789,4
20/02/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,28.6,3.4,13.1,378,0.2,142,2,15.7,50,0.948,0.149,6,20,0,3,0.84,4
21/02/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,20.5,3.3,14.1,347,0.157,124,0,14.3,45,0.967,0.113,5,18,0,0,0.712,3
22/02/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,25.4,3.5,12.9,320,0.133,141,0,16,49,0.975,0.122,6,15,0,3,0.783,4
23/02/2024,Friday,WGH,Westbridge General Hospital,Acute,620,20.8,4,13.5,335,0.163,131,0,16.5,44,0.978,0.126,5,16,0,3,0.788,4
24/02/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,15.2,4.6,11.3,262,0.096,144,0,16.5,54,0.979,0.08,4,15,0,1,0.693,3
25/02/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,21,4.1,13.2,246,0.124,113,0,12.6,49,0.968,0.117,6,20,0,0,0.701,3
26/02/2024,Monday,WGH,Westbridge General Hospital,Acute,620,23.4,3.9,12.9,361,0.18,141,0,15.2,45,0.95,0.095,5,15,0,1,0.749,3
27/02/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,19.9,4.5,12.5,311,0.146,116,0,15.7,42,0.95,0.107,2,18,0,2,0.741,3
28/02/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,21.7,4.2,12.5,340,0.166,105,0,17,43,0.94,0.109,4,16,0,2,0.745,3
